	nvarsOrig	nclausesOrig	nvars,nclauses	reducedVars	reducedClauses	Pre-featuretime	vars-clauses-ratio	POSNEG-RATIO-CLAUSE-mean	POSNEG-RATIO-CLAUSE-coeff-variation	POSNEG-RATIO-CLAUSE-min	POSNEG-RATIO-CLAUSE-max	POSNEG-RATIO-CLAUSE-entropy	VCG-CLAUSE-mean,VCG-CLAUSE-coeff-variation	VCG-CLAUSE-min	VCG-CLAUSE-max	VCG-CLAUSE-entropy	UNARY	BINARY+	TRINARY+	Basic-featuretime	VCG-VAR-mean	VCG-VAR-coeff-variation	VCG-VAR-min	VCG-VAR-max	VCG-VAR-entropy	POSNEG-RATIO-VAR-mean	POSNEG-RATIO-VAR-stdev	POSNEG-RATIO-VAR-min	POSNEG-RATIO-VAR-max	POSNEG-RATIO-VAR-entropy	HORNY-VAR-mean	HORNY-VAR-coeff-variation	HORNY-VAR-min	HORNY-VAR-max	HORNY-VAR-entropy	horn-clauses-fraction	VG-mean	VG-coeff-variation	VG-min	VG-max	KLB-featuretime	CG-mean	CG-coeff-variation	CG-min	CG-max	CG-entropy	cluster-coeff-mean	cluster-coeff-coeff-variation	cluster-coeff-min	cluster-coeff-max	cluster-coeff-entropy	CG-featuretime
power_law_SAT_drift_1000/0000.cnf	10000.0	93000.0	10000.0	93000.0	0.0	0.0	0.16	0.107526882	0.374268817	0.880308792	0.0	1.0	0.971346297	0.0004	0.0	0.0004	0.0004	-0.0	0.0	0.0	0.0	-0.0	0.0004	0.176768111	0.000172043	0.000795699	3.291701204	0.132157218	0.100484124	0.0	0.642857143	3.454948121	0.000125037	0.304792642	0.0	0.000290323	2.672654772	0.312591398	0.001193301	0.175910413	0.000505376	0.002311828	0.18	-1.0	-0.0	-1.0	0.0	-512.0	-1.0	-0.0	-1.0	0.0	-0.0	20.02
power_law_SAT_drift_1000/0001.cnf	10000.0	93000.0	10000.0	93000.0	0.0	0.0	0.26	0.107526882	0.373483871	0.882206371	0.0	1.0	0.971182873	0.0004	0.0	0.0004	0.0004	-0.0	0.0	0.0	0.0	-0.0	0.0004	0.178422952	0.00016129	0.000827957	3.298325603	0.133536485	0.101350647	0.0	0.703703704	3.466502349	0.000124791	0.300854489	2.1505e-05	0.000290323	2.656559763	0.311978495	0.001193477	0.177485917	0.000483871	0.002473118	0.28	0.000803548	0.121908262	0.000387097	0.001268817	3.625184644	0.027449263	0.128477247	0.017388742	0.058055152	0.551404791	18.86
power_law_SAT_drift_1000/0002.cnf	10000.0	93000.0	10000.0	93000.0	0.0	0.0	0.16	0.107526882	0.373483871	0.882206371	0.0	1.0	0.971182873	0.0004	0.0	0.0004	0.0004	-0.0	0.0	0.0	0.0	-0.0	0.0004	0.178422952	0.00016129	0.000827957	3.298325603	0.133536485	0.101350647	0.0	0.703703704	3.466502349	0.000124791	0.300854489	2.1505e-05	0.000290323	2.656559763	0.311978495	0.001193477	0.177485917	0.000483871	0.002473118	0.16	0.000803548	0.121908262	0.000387097	0.001268817	3.625184644	0.027449263	0.128477247	0.017388742	0.058055152	0.551404791	18.36
power_law_SAT_drift_1000/0003.cnf	10000.0	93000.0	10000.0	93000.0	0.0	0.0	0.16	0.107526882	0.373483871	0.882206371	0.0	1.0	0.971182873	0.0004	0.0	0.0004	0.0004	-0.0	0.0	0.0	0.0	-0.0	0.0004	0.178422952	0.00016129	0.000827957	3.298325603	0.133536485	0.101350647	0.0	0.703703704	3.466502349	0.000124791	0.300854489	2.1505e-05	0.000290323	2.656559763	0.311978495	0.001193477	0.177485917	0.000483871	0.002473118	0.16	0.000803548	0.121908262	0.000387097	0.001268817	3.625184644	0.027449263	0.128477247	0.017388742	0.058055152	0.551404791	18.52
power_law_SAT_drift_1000/0004.cnf	10000.0	93000.0	10000.0	93000.0	0.0	0.0	0.14	0.107526882	0.374849462	0.883744474	0.0	1.0	0.975493809	0.0004	0.0	0.0004	0.0004	-0.0	0.0	0.0	0.0	0.0	0.0004	0.175748486	0.000150538	0.000763441	3.285699738	0.133908813	0.102348529	0.0	0.621621622	3.471120794	0.000124727	0.300901836	0.0	0.000290323	2.658503263	0.311817204	0.00119317	0.174893	0.000451613	0.002290323	0.16	0.000802552	0.121303027	0.000451613	0.001268817	3.619627859	0.02750311	0.128735974	0.017536104	0.055851064	0.551423938	18.44
power_law_SAT_drift_1000/0005.cnf	10000.0	93000.0	10000.0	93000.0	0.0	0.0	0.12	0.107526882	0.374849462	0.883744474	0.0	1.0	0.975493809	0.0004	0.0	0.0004	0.0004	-0.0	0.0	0.0	0.0	0.02	0.0004	0.175748486	0.000150538	0.000763441	3.285699738	0.133908813	0.102348529	0.0	0.621621622	3.471120794	0.000124727	0.300901836	0.0	0.000290323	2.658503263	0.311817204	0.00119317	0.174893	0.000451613	0.002290323	0.14	0.000802552	0.121303027	0.000451613	0.001268817	3.619627859	0.02750311	0.128735974	0.017536104	0.055851064	0.551423938	18.42
power_law_SAT_drift_1000/0006.cnf	10000.0	93000.0	10000.0	93000.0	0.0	0.0	0.14	0.107526882	0.376037634	0.876073563	0.0	1.0	0.971716677	0.0004	0.0	0.0004	0.0004	-0.0	0.0	0.0	0.0	0.0	0.0004	0.175969968	0.000182796	0.000741935	3.287198514	0.13286749	0.101826514	0.0	0.714285714	3.462850632	0.000126301	0.30224954	1.0753e-05	0.000311828	2.675974614	0.315752688	0.001193123	0.175179843	0.000548387	0.002225806	0.16	0.00080282	0.121033657	0.00044086	0.001322581	3.617557698	0.027491837	0.128279034	0.016784684	0.054693878	0.552586455	18.36
power_law_SAT_drift_1000/0007.cnf	10000.0	93000.0	10000.0	93000.0	0.0	0.0	0.12	0.107526882	0.376037634	0.876073563	0.0	1.0	0.971716677	0.0004	0.0	0.0004	0.0004	-0.0	0.0	0.0	0.0	0.02	0.0004	0.175969968	0.000182796	0.000741935	3.287198514	0.13286749	0.101826514	0.0	0.714285714	3.462850632	0.000126301	0.30224954	1.0753e-05	0.000311828	2.675974614	0.315752688	0.001193123	0.175179843	0.000548387	0.002225806	0.16	0.00080282	0.121033657	0.00044086	0.001322581	3.617557698	0.027491837	0.128279034	0.016784684	0.054693878	0.552586455	18.38
power_law_SAT_drift_1000/0008.cnf	10000.0	93000.0	10000.0	93000.0	0.0	0.0	0.14	0.107526882	0.375016129	0.880887008	0.0	1.0	0.973493192	0.0004	0.0	0.0004	0.0004	-0.0	0.0	0.0	0.0	0.0	0.0004	0.177144215	0.000150538	0.000731183	3.295615321	0.132126225	0.101037061	0.0	0.666666667	3.459877356	0.000124662	0.302031618	1.0753e-05	0.00027957	2.662477129	0.311655914	0.001193333	0.176202361	0.00044086	0.002193548	0.16	0.00080341	0.121000342	0.000365591	0.001311828	3.618206082	0.0274657	0.128120499	0.016526723	0.057142857	0.54873222	18.38
power_law_SAT_drift_1000/0009.cnf	10000.0	93000.0	10000.0	93000.0	0.0	0.0	0.14	0.107526882	0.375016129	0.880887008	0.0	1.0	0.973493192	0.0004	0.0	0.0004	0.0004	-0.0	0.0	0.0	0.0	0.0	0.0004	0.177144215	0.000150538	0.000731183	3.295615321	0.132126225	0.101037061	0.0	0.666666667	3.459877356	0.000124662	0.302031618	1.0753e-05	0.00027957	2.662477129	0.311655914	0.001193333	0.176202361	0.00044086	0.002193548	0.14	0.00080341	0.121000342	0.000365591	0.001311828	3.618206082	0.0274657	0.128120499	0.016526723	0.057142857	0.54873222	18.46
